SR NO,UID,PLAYER NAME,JOIN DATE,METHOD,RANK,STATUS,DEAFULT SCYN,REASON,LEAVE DATE,KICKED SCORE,KICKED STATUS,LAST TOTAL POINTS,CURRENT TOTAL POINTS,THIS WEEK WAR TOTAL POINTS,LAST WEEK WAR TOTAL POINTS,POINTS,WAR POINTS,REQUEST FOR TEMPORARY BREAK,CHANGE NAME,GUILDMATES FRIEND,TOTAL DAYS,MIN POINTS,POINTS LIMIT
114,1980046814,MR SATTU,Dec-6-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-29-2024,3,Average player,60,60,,,O,0,NO,YES,YES,23,920,10000
115,1923874022,BLACK 444,May-9-2024,RECOMMENDED,MEMBER,KICKED,FF,LOW POINT,Jun-3-2024,1,YOU CAN JOIN TODAY,1200,1200,,,O,0,NO,,,25,1000,10000
116,3909638796,GANGSTER,May-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LOW POINT 1 DAY OFFLINE,Jun-3-2024,3,YOU CAN JOIN AFTER 12 HR,1180,1180,,,O,0,NO,,,22,880,10000
117,2958181359,HSA ANSH,May-22-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,May-23-2024,10,YOU ARE BAN FROM GUILD,20,20,,,O,0,NO,,,1,40,10000
118,2537999498,BAD BOY 9,May-13-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,May-21-2024,4,YOU CAN JOIN AFTER 1 DAY,1050,1050,,,O,0,NO,,,8,320,10000
119,3156149618,KGF VEER,May-25-2024,INVITE BY VISNU BHAI,MEMBER,KICKED,FF,LOW POINT,Jun-17-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,1672,1672,,,O,0,NO,,,23,920,10000
120,1458166658,DARSHIL,May-17-2024,PROFILE,MEMBER,KICKED,FF,3 DAY OFLINE,May-21-2024,3,YOU CAN JOIN AFTER 12 HR,,,,,O,0,NO,,,4,160,10000
121,4468159526,VK VAIBHAV,May-19-2024,RECOMMENDED,MEMBER,KICKED,FF,0 POINT AND 10 DAY OFFLINE RULE NO 7,Jun-3-2024,9,YOU HAVE LAST CHANCE,260,260,,,O,0,NO,,,15,600,10000
122,2493230627,DARI BHAI,May-19-2024,INVITE BY VISNU BHAI,MEMBER,KICKED,FF,LOW POINT,Jun-3-2024,1,YOU CAN JOIN TODAY,1273,1273,,,O,0,NO,,,15,600,10000
123,1802760554,AW ITACHI,May-19-2024,INVITE BY RADHA YT,HELPER,KICKED,FF,LEFT THE GUILD,May-27-2024,1,YOU CAN JOIN TODAY,932,932,16,16,O,0,NO,,,8,320,10000
124,7690887787,OP RAISTAR,May-20-2024,RECOMMENDED,MEMBER,KICKED,FF,4 DAY OFLINE 0 POINTS,May-24-2024,3,YOU CAN JOIN AFTER 12 HR,,,,,O,0,NO,,,4,160,10000
125,806610384,OP ADITYA,Jun-11-2024,FANDOM,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-30-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,6865,6865,0,0,O,0,NO,NO,YES,19,760,10000
126,2307045335,BOSS JONI 44,May-22-2024,RECOMMENDED,MEMBER,KICKED,FF,LOW POINT,Jun-3-2024,1,YOU CAN JOIN TODAY,210,210,,,O,0,NO,,,12,480,10000
127,2707807393,NXT DHRUV,Dec-11-2024,RECOMMENDED,MEMBER,IN GUILD,FF,Left,Dec-4-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,NO,YES,95,3800,10000
128,1849778584,ROYAL JAAT,May-24-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,May-26-2024,3,YOU CAN JOIN AFTER 12 HR,,,,,O,0,NO,,,2,80,10000
129,2684100505,RJ GAMER 56,May-24-2024,INVITE BY VISNU BHAI,MEMBER,KICKED,FF,9 DAYS OFLINE,Jun-14-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,1353,1353,12,12,O,0,NO,,,21,840,10000
130,3923274944,D68 GANGSTER,Jul-1-2024,INVITE BY VISNU BHAI,MEMBER,KICKED,FF,LOW POINT,Jul-15-2024,4,YOU CAN JOIN AFTER 1 DAY,410,410,,,O,0,NO,NO,YES,14,560,10000
131,2416089441,AYUSH FF,May-25-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-15-2024,9,YOU HAVE LAST CHANCE,610,610,,,O,0,NO,NO,YES,21,840,10000
132,7435382088,ST BOSS,May-26-2024,INVITE BY VISNU BHAI,MEMBER,KICKED,FF,LEFT THE GUILD,May-26-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,,,,,O,0,NO,,,0,0,10000
133,508966321,HAMILTON 54,May-26-2024,INVITE BY EVIL YT,MEMBER,KICKED,FF,LEFT THE GUILD,May-26-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,,,,,O,0,NO,,,0,0,10000
134,6559472286,PB 16 WALE,May-26-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-6-2024,4,YOU CAN JOIN AFTER 1 DAY,578,578,,,O,0,NO,,,11,440,10000
135,7594712001,GUJRAT 007,May-28-2024,INVITE BY KARTIK,MEMBER,KICKED,FF,OFLINE 5 DAYS VIOLATION OF RULES,Jun-3-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,,,6,240,10000
136,3821483777,RISHU OP,May-28-2024,INVITE BY ADITYA OP,MEMBER,KICKED,FF,LOW POINT,Jul-8-2024,1,YOU CAN JOIN TODAY,19207,19207,,,O,0,NO,,,41,1640,10000
137,6685121203,RDX BOYZ,May-29-2024,RECOMMENDED,MEMBER,KICKED,FF,LOW POINT,Jun-17-2024,1,YOU CAN JOIN TODAY,350,350,,,O,0,NO,,,19,760,10000
138,1299914886,SYBLUS OP,May-29-2024,RECOMMENDED,MEMBER,KICKED,FF,NOT GIVING RESPECT TO LEADER,Jun-13-2024,9,YOU HAVE LAST CHANCE,740,740,,,O,0,NO,NO,NO,15,600,10000
139,3069935582,IND LOVE,May-30-2024,RECOMMENDED,MEMBER,KICKED,FF,LOW POINT,Jun-17-2024,1,YOU CAN JOIN TODAY,620,620,,,O,0,NO,,,18,720,10000
140,1730902493,BAD BOY 1,Jun-1-2024,INVEST BY DIC RED 8,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-3-2024,1,YOU CAN JOIN TODAY,60,60,,,O,0,NO,NO,,2,80,10000
141,2934205746,KHUSHI,Jun-2-2024,UNDEFINED,MEMBER,KICKED,FF,KICKED BY RADHA YT (MISLEADING BY NAME),Jun-9-2024,10,YOU ARE BAN FROM GUILD,170,170,,,O,0,NO,NO,,7,280,10000
142,1727957118,PS HACKER,Jun-4-2024,GUILD PROMOTION,MEMBER,KICKED,FF,LOW POINT,Jul-15-2024,1,YOU CAN JOIN TODAY,1608,1608,,,O,0,NO,NO,NO,41,1640,10000
143,2360403906,NL TITAN,Jun-5-2024,GUILD PROMOTION,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-6-2024,3,YOU CAN JOIN AFTER 12 HR,10,10,,,O,0,NO,NO,NO,1,40,10000
144,5481490199,SV,Jun-14-2024,RECOMMENDED,MEMBER,KICKED,FF,NOT GIVING RESPECT TO LEADER,Jun-30-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,430,430,,,O,0,NO,NO,YES,16,640,10000
145,8431507617,KING8L17#,Jun-6-2024,RECOMMENDED,MEMBER,KICKED,FF,6 DAY OFLINE,Jun-14-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,20,20,,,O,0,NO,YES,YES,8,320,10000
146,4075518992,PIYUSH,Jun-6-2024,PROFILE,MEMBER,KICKED,FF,0 POINTS AND 8 DAYS OFLINE,Jun-24-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,350,350,,,O,0,NO,NO,YES,18,720,10000
147,3913423439,DANGER DAD,Jun-6-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD VIOLATION OF RULES,Jun-7-2024,10,YOU ARE BAN FROM GUILD,,,,,O,0,NO,NO,YES,1,40,10000
148,2432135319,JB DEV,Jun-8-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-10-2024,1,YOU CAN JOIN TODAY,90,90,,,O,0,NO,NO,YES,2,80,10000
149,2912606268,AR THAKOR,Jun-9-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-18-2024,1,YOU CAN JOIN TODAY,316,316,,,O,0,NO,NO,NO,9,360,10000
150,905184242,ROHIT,Dec-18-2024,RECOMMENDED,MEMBER,IN GUILD,FF,,,,,8688,8688,0,0,O,0,NO,NO,Yes,88,3520,10000
151,7012452167,RAISTAR,Jun-9-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-11-2024,1,YOU CAN JOIN TODAY,,,,,O,0,NO,NO,YES,2,80,10000
152,5217063004,SANJ0000000,Jun-10-2024,FANDOM,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-15-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,180,180,,,O,0,NO,NO,YES,5,200,10000
153,1708894823,PB HUNTER,Jun-11-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-12-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,,,,,O,0,NO,NO,YES,1,40,10000
154,7359793327,MR BLACK,Jun-14-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-14-2024,10,YOU ARE BAN FROM GUILD,,,,,O,0,NO,NO,YES,0,0,10000
155,8094902233,VEDANT 14 12,Jun-14-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-19-2024,3,YOU CAN JOIN AFTER 12 HR,220,220,,,O,0,NO,NO,YES,5,200,10000
156,8388928634,GOD DEVIL,Jun-14-2024,RECOMMENDED,MEMBER,KICKED,F,LEFT THE GUILD,Jun-16-2024,10,YOU ARE BAN FROM GUILD,,,,,O,0,NO,NO,YES,2,80,10000
157,2016779679,PG CHERRY,Jun-14-2024,RECOMMENDED,MEMBER,KICKED,FFF,LEFT THE GUILD,Jun-15-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,NO,YES,1,40,10000
158,1874765408,FT BHAVUU,Jun-15-2024,RECOMMENDED,MEMBER,KICKED,FF,Low point,Nov-10-2024,0,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,2156,2156,,,O,0,NO,NO,YES,148,5920,10000
159,3470256631,@RJ GAMING,Jun-16-2024,INVITE BY VISHU BHAI,MEMBER,KICKED,FF,LOW POINT 1DAY OFFLINE,Jul-1-2024,4,YOU CAN JOIN AFTER 1 DAY,308,308,,,O,0,NO,NO,YES,15,600,10000
160,2168287004,SG REX,Jun-16-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-17-2024,1,YOU CAN JOIN TODAY,,,,,O,0,NO,NO,NO,1,40,10000
161,8470420447,POOJAS,Jun-16-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-14-2024,4,YOU CAN JOIN AFTER 1 DAY,1370,1370,,,O,0,NO,NO,NO,28,1120,10000
162,704617933,NEPALI BABU,Jun-18-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-19-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,,,,,O,0,NO,NO,YES,1,40,10000
163,5351631394,Cobra M10,Jun-18-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-20-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,40,40,,,O,0,NO,NO,YES,2,80,10000
164,3585631884,Emiway EB,Jun-19-2024,RECOMMENDED,MEMBER,KICKED,FF,NOT ENOUGH POINTS,Jul-22-2024,1,YOU CAN JOIN TODAY,8813,8813,211,211,O,0,NO,NO,YES,33,1320,10000
165,6149968977,LUFFY,Jun-19-2024,GUILD PROMOTION,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,2986,2986,,,O,0,NO,NO,YES,146,5840,10000
166,2985005797,NANDU BHAI,Jun-23-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-9-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,710,710,,,O,0,NO,NO,YES,16,640,10000
167,4131877075,SHIVRAJ,Jun-23-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-24-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,YES,NO,1,40,10000
168,6743912063,Mr Kuldeep,Jun-24-2024,INVITE BY RADHA YT,MEMBER,KICKED,FF,LOW POINT,Jul-8-2024,1,YOU CAN JOIN TODAY,370,370,,,O,0,NO,NO,YES,14,560,10000
169,1097016856,REAPER FF,Jun-24-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jun-25-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,,,,,O,0,NO,NO,NO,1,40,10000
170,2084482421,VIVEK 07,Jun-24-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT the guild,Jun-25-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,NO,NO,1,40,10000
171,2126722151,FAIQEZR2431U,Jun-25-2024,INVITE BY EVIL YT VIA GC,MEMBER,KICKED,FF,LOW POINT,Nov-12-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,2622,2622,56,56,O,0,NO,NO,YES,140,5600,10000
172,7602430361,OP GOLU,Jun-25-2024,RECOMMENDED,MEMBER,KICKED,FF,LOW POINT 5 DAYS OFLINE,Jul-8-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,110,110,,,O,0,NO,NO,NO,13,520,10000
173,1977598952,ANIIONG,Jun-25-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,4,YOU CAN JOIN AFTER 1 DAY,1730,1730,55,55,O,0,NO,NO,NO,140,5600,10000
174,9002012227,GOLU GAMING,Jun-25-2024,INVITE BY OP GOLU,MEMBER,KICKED,FF,0 POINT 10 DAYS OFLINE,Jul-8-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,NO,YES,13,520,10000
175,2752705202,ⓋRAISTAR,Jun-28-2024,RECOMMENDED,MEMBER,KICKED,FF,LOW POINT CUSTOM ONLY PLAYER,Jul-8-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,70,70,,,O,0,NO,NO,YES,10,400,10000
176,6368565419,BISWAJIT FF,Jul-4-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,3,YOU CAN JOIN AFTER 12 HR,1010,1010,51,51,O,0,NO,NO,YES,131,5240,10000
177,3496290049,MYNSIEM BOY,Jul-7-2024,RECOMMENDED,MEMBER,KICKED,FF,NOT ENOUGH POINTS,Jul-22-2024,2,YOU CAN JOIN JOIN AFTER 1 HR,420,420,,,O,0,NO,NO,YES,15,600,10000
178,5822773548,WEEN4J1647U,Jul-8-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-8-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,NO,YES,0,0,10000
179,3404127648,AS LAXMAN,Jul-10-2024,GUILD PROMOTION,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-11-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,,,,,O,0,NO,NO,NO,1,40,10000
180,8250884987,PARTY9O9M1Z1,Jul-10-2024,INVITE BY EVIL YT,MEMBER,KICKED,FF,NOT ENOUGH POINTS AND 13 DAYS OFLINE,Jul-22-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,,,,,O,0,NO,NO,YES,12,480,10000
181,3183456018,AKKDNDJZKS,Jul-11-2024,INVITE BY RADHA YT,MEMBER,IN GUILD,FF,,,0,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,26990,26990,265,265,O,0,NO,NO,NO,248,9920,10000
182,1055218869,BIK AHS25,Jul-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,3,YOU CAN JOIN AFTER 12 HR,2674,2674,88,88,O,0,NO,NO,YES,123,4920,10000
183,6488399619,SASUKE,Jul-14-2024,INVITE VY LUFFY,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,606,606,,,O,0,NO,NO,YES,121,4840,10000
184,4171854900,BADSHAH,Jul-14-2024,INVITE BY akkdndjzks,MEMBER,KICKED,FF,KICKED,Dec-1-2024,10,YOU ARE BAN FROM GUILD,1300,1300,75,75,O,0,NO,NO,YES,140,5600,10000
185,577021848,4FL YT FF,Jul-15-2024,INVITE BY LUFFY,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-28-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,10,10,,,O,0,NO,NO,YES,13,520,10000
186,8067669731,DANGER ARMY,Jul-16-2024,PROFILE,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,350,350,,,O,0,NO,NO,YES,119,4760,10000
187,3185368091,YGCPM027,Jul-16-2024,PROFILE,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-16-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,,,,,O,0,NO,NO,NO,0,0,10000
188,2752633171,ZEEL PATEL,Oct-25-2024,RECOMMENDED,MEMBER,KICKED,FF,30 DAYS OFLINE,Dec-19-2024,0,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,3968,3968,,,O,0,NO,NO,YES,55,2200,10000
189,3936743738,SHIVAM,Jul-16-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-17-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,,,,,O,0,NO,NO,YES,1,40,10000
190,5386499214,DAKATILOVE,Jul-17-2024,INVITE BY ANIIONG,MEMBER,KICKED,FF,10 DAY OFFLINE,Jul-28-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,10,10,,,O,0,NO,NO,YES,11,440,10000
191,7096710642,DAD,Jul-18-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,3,YOU CAN JOIN AFTER 12 HR,1404,1404,,,O,0,NO,NO,YES,117,4680,10000
192,2520058424,MR MYSTERY,Jul-18-2024,INVITE BY RADHA YT,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-25-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,1540,1540,99,99,O,0,NO,NO,YES,7,280,10000
193,1333017401,DAD,Jul-18-2024,PROFILE,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-25-2024,9,YOU HAVE LAST CHANCE,956,956,,,O,0,NO,NO,YES,7,280,10000
194,3230602867,LOST UCHIHA,Jul-20-2024,INVITE BY DAD,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-22-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,30,30,,,O,0,NO,NO,YES,2,80,10000
195,2383351116,SK PAPA 777,Jul-20-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,2,YOU CAN JOIN JOIN AFTER 1 HR,10,10,,,O,0,NO,NO,YES,115,4600,10000
196,4376760235,MR KING,Jul-23-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,10,YOU ARE BAN FROM GUILD,,,,,O,0,NO,NO,YES,112,4480,10000
197,814167075,KHUKHAR LUTERA,Jul-20-2024,INVITE BY AKKDNDJZKS,MEMBER,KICKED,FF,30D OFFLINE,Nov-12-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,,,,,O,0,NO,NO,YES,115,4600,10000
198,3648952139,UGRGAMERZ0,Jul-21-2024,RECOMMENDED (EVIL YT FRIEND LIST),MEMBER,KICKED,FF,LEFT THE GUILD,Jul-25-2024,10,YOU ARE BAN FROM GUILD,,,,,O,0,NO,YES,YES,4,160,10000
199,1206677769,FT AMAN,Jul-21-2024,INVITE BY RADHA YT,MEMBER,KICKED,FF,LEFT,Dec-2-2024,9,YOU HAVE LAST CHANCE,80,80,,,O,0,NO,NO,YES,134,5360,10000
200,1886442801,MS PSYCHO  777,Jul-22-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-24-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,,,,,O,0,NO,NO,YES,2,80,10000
201,3282523367,LOVE GURU 4,Jul-22-2024,INVITE BY DAD,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,,,,,O,0,NO,NO,YES,113,4520,10000
202,7159199672,FT PRATHU,Jul-23-2024,PROFILE,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-26-2024,1,YOU CAN JOIN TODAY,,,,,O,0,NO,NO,YES,3,120,10000
203,7891560363,MR ASHISH,Jul-23-2024,PROFILE,MEMBER,KICKED,FF,LEFT THE GUILD,Jul-24-2024,10,YOU ARE BAN FROM GUILD,,,,,O,0,NO,NO,YES,1,40,10000
204,8402552256,MISS KEREN,Jul-25-2024,PROFILE,MEMBER,KICKED,FF,LEFT,Nov-12-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,,,,,O,0,NO,NO,NO,110,4400,10000
205,638485996,PAPI PUSPA,Jul-27-2024,PROFILE,MEMBER,KICKED,FF,LEFT,Nov-12-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,,,,,O,0,NO,NO,NO,108,4320,10000
206,1786123789,OP FANTU,Jul-27-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Nov-12-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,,,,,O,0,NO,NO,YES,108,4320,10000
207,8677495155,MR MANISH,Jul-27-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Nov-12-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,,,,,O,0,NO,NO,NO,108,4320,10000
208,1412872803,HP RAJPUT 07,Nov-10-2024,RECOMMENDED,MEMBER,IN GUILD,FF,,,0,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,4912,4912,,,O,0,NO,NO,YES,126,5040,10000
209,1900849833,RT ALONE,Nov-10-2024,RECOMMENDED,MEMBER,KICKED,FF,Not Sufficient Points as needed to guild,Dec-30-2024,1,Average player,1070,1070,,,O,0,NO,NO,YES,50,2000,10000
210,8291229417,HOTDOG8S1E4E,Nov-10-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-1-2024,9,YOU HAVE LAST CHANCE,,,,,O,0,NO,NO,YES,21,840,10000
211,9364276386,MR PATEL,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,17Days Ofline,Jan-27-2025,1,Average player,11596,11596,,,O,0,NO,NO,YES,76,3040,10000
212,2329681841,NOOB DADA 02,Feb-6-2025,PROFILE (EVIL YT),HELPER,IN GUILD,FF,INSUFFICIENT POINTS,Mar-20-2025,1,Average player,130,130,0,0,O,0,NO,NO,Yes,38,1520,10000
213,2634836284,2K PSYCHO,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-24-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,460,460,,,O,0,NO,NO,YES,42,1680,10000
214,2829348117,NG SASUKE,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,KICK,Dec-1-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,,,,,O,0,NO,NO,YES,19,760,10000
215,9364926150,HARSHIL409,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Jan-27-2025,1,Average player,10415,10415,,,O,0,NO,NO,YES,76,3040,10000
216,741907739,ITS VISHU,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-1-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,,,,,O,0,NO,NO,YES,19,760,10000
217,966434341,ARUSH 2M,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,MISS BEHAVING WITH GUILD MEMBERS,Jan-26-2025,10,YOU ARE BAN FROM GUILD,2210,2210,,,O,0,NO,YES,YES,75,3000,10000
218,6595425216,RAGHU,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,NOT SUFFICIENT POINT AS REQUIRED GUILD,Dec-30-2024,1,Average player,1848,1848,,,O,0,NO,NO,YES,48,1920,10000
219,2261886605,PRO NIKHIL,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Jan-27-2025,1,Average player,3158,3158,,,O,0,NO,NO,YES,76,3040,10000
220,1329374608,JIYA,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-1-2024,7,YOU HAVE ONLY 3 CHANCE TO IMPROVEMENT,,,,,O,0,NO,NO,YES,19,760,10000
221,1371884804,HK HITESH,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-1-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,,,,,O,0,NO,NO,YES,19,760,10000
222,1819310011,TG ARYAN,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,low point,Dec-30-2024,1,Average player,1137,1137,,,O,0,NO,NO,YES,48,1920,10000
223,1861264596,SRI097,Nov-12-2024,RECOMMENDED,MEMBER,KICKED,FF,OFLINE,Dec-1-2024,3,YOU CAN JOIN AFTER 12 HR,,,,,O,0,NO,NO,YES,19,760,10000
224,2046268079,OD GUNA,Nov-12-2024,INVITE BY EVIL YT,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-28-2024,1,Average player,8685,8685,,,O,0,NO,NO,YES,46,1840,10000
225,8738185768,SRINU,Nov-12-2024,INVITE BY RAGHU,MEMBER,KICKED,FF,LOW POINT,Dec-10-2024,1,YOU CAN JOIN TODAY,340,340,,,O,0,NO,NO,YES,28,1120,10000
226,2827719278,MR HEEL PATEL,Nov-12-2024,INVITE BY ZEEL PATEL,MEMBER,KICKED,FF,0 POINTS,Dec-10-2024,5,YOU REACHED OF YOUR 50% KICKED LIMIT,1080,1080,,,O,0,NO,NO,YES,28,1120,10000
227,3108216588,VINKY,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT,Dec-4-2024,6,WARNING YOU HAVE TO NEED IMPROVEMENT,100,100,,,O,0,NO,NO,YES,3,120,10000
228,2347189683,GOPI RRR,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,3 DAYS OFFLINE,Dec-24-2024,1,Average player,1910,1910,,,O,0,NO,NO,YES,23,920,10000
229,1798567454,PRAVIN YT,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,3 DAYS OFFLINE,Feb-26-2025,1,Average player,12219,12219,,,O,0,NO,NO,YES,87,3480,10000
230,2337614715,TABAHI,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,LEFT THE GUILD,Dec-10-2024,8,YOU HAVE ONLY 2 CHANCE  TO IMPROVEMENT,806,806,,,O,0,NO,NO,YES,9,360,10000
231,2498456441,TOJOFAR,Dec-1-2024,RECOMMENDED,MEMBER,KICKED,FF,0 POINTS 10 DAYS OFLINE,Dec-19-2024,,STAY IN GUILD AND COMPLATE YOUR POINTS GOOD LUCK,2436,2436,,,O,0,NO,NO,YES,18,720,10000
